,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
0,Python Developer,80000.0,80000.0,руб.,https://hh.ru/vacancy/67425179?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЭкспрессДеньги,"Москва, Деловой центр и еще 2 "
1,DevOps разработчик,,,,https://hh.ru/vacancy/53878752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
2,Golang разработчик,,,,https://hh.ru/vacancy/67044581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Нижний Новгород
3,Database Developer,,,,https://hh.ru/vacancy/67445512?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Aston,Москва
4,Python Backend Developer,150000.0,300000.0,руб.,https://hh.ru/vacancy/67418134?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЭкспрессДеньги,"Москва, Деловой центр и еще 2 "
5,Java разработчик в команду Интеграция,,,,https://hh.ru/vacancy/52083698?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО HeadHunter::Backend,"Москва, Алексеевская"
6,Java разработчик в команду Монетизация,,,,https://hh.ru/vacancy/52082133?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО HeadHunter::Backend,"Москва, Алексеевская"
7,Senior Java developer (команда Поиск),,,,https://hh.ru/vacancy/66192664?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО HeadHunter::Backend,"Москва, Алексеевская"
8,Senior java developer (команда Архитектура),,,,https://hh.ru/vacancy/67304022?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО HeadHunter::Backend,"Москва, Алексеевская"
9,Инженер по нагрузочному тестированию (Platform V User Sessions),,,,https://hh.ru/vacancy/67053204?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SberTech,"Москва, Тульская"
10,Middle / Senior QA инженер,200000.0,,руб.,https://hh.ru/vacancy/47759634?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО HeadHunter::QA,"Москва, Алексеевская"
11,Infrastructure Automation Engineer (Yerevan),,,,https://hh.ru/vacancy/67393860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Veeam Software,Москва
12,Python-разработчик,,,,https://hh.ru/vacancy/53864420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО РАСЧЕТНЫЕ РЕШЕНИЯ,Москва
13,Программист Python,45000.0,,руб.,https://hh.ru/vacancy/66815131?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Траектория,"Санкт-Петербург, Лесная и еще 3 "
14,Программист Python,100000.0,150000.0,руб.,https://hh.ru/vacancy/67493260?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Авиационные технологии связи,Москва
15,Python разработчик,,,,https://hh.ru/vacancy/66202087?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тинькофф,"Москва, Водный стадион"
16,Middle Python-разработчик,180000.0,,руб.,https://hh.ru/vacancy/67122497?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Blue underlined link,Москва
17,Python разработчик,3000.0,3500.0,USD,https://hh.ru/vacancy/55880675?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Hello Bali Beautiful,Москва
18,Программист Python,,200000.0,руб.,https://hh.ru/vacancy/66808519?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО СБКЛАУД,Москва
19,Программист Python,50000.0,,руб.,https://hh.ru/vacancy/66978340?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МИРИТ,Кемерово
20,Middle Backend Developer (Python Django),230000.0,280000.0,руб.,https://hh.ru/vacancy/67494460?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Платформа Сейлз Чейн,Москва
21,Python программист,,,,https://hh.ru/vacancy/54961397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Group-IB,Москва
22,Разработчик Python,300000.0,,руб.,https://hh.ru/vacancy/67471009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Москва, Кожуховская"
23,Разработчик Python,,,,https://hh.ru/vacancy/67470715?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Страховая компания «Сбербанк страхование»,"Москва, Проспект Мира"
24,Senior python developer / Data engineer,,,,https://hh.ru/vacancy/67331348?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Самокат (ООО Умное пространство),Санкт-Петербург
25,Программист Python,80000.0,90000.0,руб.,https://hh.ru/vacancy/67473765?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,РусЭкспресс,Москва
26,Разработчик,,,,https://hh.ru/vacancy/67488587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Пикта. Карьера в Пикта,Самара
27,Senior Python Django Developer (remote),240000.0,300000.0,руб.,https://hh.ru/vacancy/67326404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Broniboy,Москва
28,Python Developer,,,,https://hh.ru/vacancy/55128504?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Admitad,"Москва, Дмитровская"
29,Python Developer,,,,https://hh.ru/vacancy/66919274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Тис-Центр,"Нижний Новгород, Горьковская"
30,Python разработчик,,150000.0,руб.,https://hh.ru/vacancy/55861794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Рилайнс,Москва
31,Python разработчик,150000.0,,руб.,https://hh.ru/vacancy/66909942?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Own Script,Москва
32,Разработчик,,,,https://hh.ru/vacancy/66529705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Скала^р,Санкт-Петербург
33,Python developer,,,,https://hh.ru/vacancy/54762855?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НеоБИТ,"Санкт-Петербург, Политехническая"
34,Программист,,,,https://hh.ru/vacancy/67496073?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Таргет,Москва
35,Мидл Python-разработчик / Middle Python Developer в Центр стратегической аналитики и больших данных,,,,https://hh.ru/vacancy/67496760?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Национальный исследовательский университет Высшая школа экономики,"Москва, Лубянка"
36,Разработчик,,80500.0,руб.,https://hh.ru/vacancy/67377118?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Selgros Cash&Carry (Зельгрос кэш&кэрри),Москва
37,Python разработчик (программист) в г. Владивосток,60000.0,120000.0,руб.,https://hh.ru/vacancy/67388559?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,DNS Головной офис,Владивосток
38,Разработчик Python,30000.0,80000.0,руб.,https://hh.ru/vacancy/47668037?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Электронная медицина,Ростов-на-Дону
39,Python-разработчик,,,,https://hh.ru/vacancy/55869466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИСЕРВ,Чебоксары
40,Python/Go-разработчик (SMSAPI),,,,https://hh.ru/vacancy/67467210?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,"Москва, Аэропорт"
41,Python developer,,,,https://hh.ru/vacancy/67437488?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,СБЕРКОРУС,"Санкт-Петербург, Обводный Канал"
42,Python Middle Developer,,200000.0,руб.,https://hh.ru/vacancy/67473101?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МКК Папазайм,Москва
43,Разработчик FPGA,,,,https://hh.ru/vacancy/55151809?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Т8,Москва
44,Middle Python-разработчик,,,,https://hh.ru/vacancy/66534030?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,AERODISK,"Москва, Калужская"
45,Python Backend Developer,,,,https://hh.ru/vacancy/66744408?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,DBI,Ростов-на-Дону
46,Python-разработчик систем сбора,100000.0,150000.0,руб.,https://hh.ru/vacancy/48504803?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Селфсек,"Москва, Трубная и еще 2 "
47,Python-разработчик систем сбора,100000.0,150000.0,руб.,https://hh.ru/vacancy/49299293?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Селфсек,Санкт-Петербург
48,Java-разработчик,,,,https://hh.ru/vacancy/66699856?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Интеллектуальные автоматизированные системы,Казань
49,Server Programmer (Python),,,,https://hh.ru/vacancy/67415450?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Lesta Studio (St.Petersburg / Moscow),"Санкт-Петербург, Ладожская"
50,Python developer (Senior),360000.0,480000.0,руб.,https://hh.ru/vacancy/54956212?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Вайт Код,"Санкт-Петербург, Петроградская"
51,Python / Django разработчик (ведущий),180000.0,180000.0,руб.,https://hh.ru/vacancy/66939352?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПЭК / Офис,"Москва, Рязанский проспект"
52,Программист Python/js,,150000.0,руб.,https://hh.ru/vacancy/67468985?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Eagle Dynamics,Москва
53,Ментор по Python,20000.0,40000.0,руб.,https://hh.ru/vacancy/67485864?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Your CodeReview,Москва
54,Middle+ Python Developer,3000.0,4000.0,USD,https://hh.ru/vacancy/67467791?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Remokate,Москва
55,Разработчик Hadoop,,,,https://hh.ru/vacancy/67055073?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО Ростелеком,Москва
56,Python-разработчик,200000.0,300000.0,руб.,https://hh.ru/vacancy/67062268?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Novakid Inc,Нижний Новгород
57,Python-разработчик,200000.0,300000.0,руб.,https://hh.ru/vacancy/67062269?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Novakid Inc,Санкт-Петербург
58,Python-разработчик,200000.0,300000.0,руб.,https://hh.ru/vacancy/67062270?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Novakid Inc,Москва
59,TechLead / Backend Developer (Python),,,,https://hh.ru/vacancy/66767217?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,KAMAZ DIGITAL,Санкт-Петербург
60,Python QA automation developer (remote),,300000.0,руб.,https://hh.ru/vacancy/66681692?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Темпеста,Москва
61,Архитектор интеграционных решений (JAVA/Python),,,,https://hh.ru/vacancy/67496546?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО РСХБ-Интех,Москва
62,Java developer,,,,https://hh.ru/vacancy/50516781?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МТ-Технологии,"Москва, Киевская"
63,Ведущий программист,140000.0,180000.0,руб.,https://hh.ru/vacancy/66932640?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ЭЛВИС-НеоТек,Москва
64,Программист Python,,,,https://hh.ru/vacancy/55390481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Group-IB,Москва
65,Python-разработчик,,,,https://hh.ru/vacancy/67382300?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Целус Менеджмент,"Москва, Сходненская и еще 1 "
66,Full-stack разработчик,,120000.0,руб.,https://hh.ru/vacancy/66701918?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SEVENCOM,Екатеринбург
67,Python-разработчик,80000.0,,руб.,https://hh.ru/vacancy/66503197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,WARPOINT ARENA,Екатеринбург
68,Python-разработчик,80000.0,,руб.,https://hh.ru/vacancy/66503196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,WARPOINT ARENA,Уфа
69,Разработчик имитационных моделей,,,,https://hh.ru/vacancy/67500947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NFP,"Москва, Спортивная"
70,"Middle Full-stack разработчик (Python, Django)",180000.0,300000.0,руб.,https://hh.ru/vacancy/67474855?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,MacBuildServer,Москва
71,Ученик веб-разработчик,,,,https://hh.ru/vacancy/50981263?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Дунайс Альянс,Таганрог
72,Python-разработчик в R&D отдел,100000.0,150000.0,руб.,https://hh.ru/vacancy/48504798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Селфсек,"Москва, Трубная и еще 2 "
73,Python-разработчик в R&D отдел,100000.0,150000.0,руб.,https://hh.ru/vacancy/49299311?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Селфсек,Санкт-Петербург
74,Middle/Senior Python Developer,,,,https://hh.ru/vacancy/54374423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Информационное агентство России ТАСС,Москва
75,Junior/Middle Python Developer,,,,https://hh.ru/vacancy/54374433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Информационное агентство России ТАСС,Москва
76,Middle/Senior Python разработчик (удаленно),,250000.0,руб.,https://hh.ru/vacancy/54368979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,StormWall™,Москва
77,Python-разработчик в «Госуслуги.Культуру»,180000.0,300000.0,руб.,https://hh.ru/vacancy/54328271?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOTAMEDIA,Москва
78,Frontend Developer,,,,https://hh.ru/vacancy/55469013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Айген,Москва
79,Разработчик Python,160000.0,,руб.,https://hh.ru/vacancy/55123435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Enjoypro,Санкт-Петербург
80,Программист-разработчик Python,150000.0,,руб.,https://hh.ru/vacancy/67429128?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Мелдана,Екатеринбург
81,Инженер-программист,100000.0,,руб.,https://hh.ru/vacancy/48155005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Научно-Инженерный Центр Технологии,Краснодар
82,Ведущий BI разработчик,,,,https://hh.ru/vacancy/55331052?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лига Ставок,"Москва, Белорусская"
83,Java Developer / Scala developer,,5000.0,USD,https://hh.ru/vacancy/67322761?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Адалиск,Москва
84,Разработчик КХД DWH,,,,https://hh.ru/vacancy/67487142?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,МСП Банк,Москва
85,Программист 1C,,,,https://hh.ru/vacancy/54499659?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Курьер Сервис Экспресс,"Москва, Дубровка и еще 1 "
86,"Python developer (релокейт Рига, Латвия)",160000.0,,руб.,https://hh.ru/vacancy/66908529?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SIA Starlab,Москва
