,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
298,Разработчик C#,,,,https://hh.ru/vacancy/67353112?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Forecsys,"Москва, Киевская"
299,Python разработчик,,,,https://hh.ru/vacancy/66493031?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Москва, Тульская"
300,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Москва
301,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494816?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Санкт-Петербург
302,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Нижний Новгород
303,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494818?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Краснодар
304,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494819?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Пермь
305,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Екатеринбург
306,Middle Python Developer (remote),200000.0,,руб.,https://hh.ru/vacancy/66494821?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Ульяновск
307,Python Developer (Middle+),,4000.0,USD,https://hh.ru/vacancy/66816235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Karta.,Санкт-Петербург
308,Программист C++ (Middle),130000.0,,руб.,https://hh.ru/vacancy/67263628?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Адвент НПП,"Санкт-Петербург, Нарвская"
309,"Программист PHP, Python",138000.0,138000.0,руб.,https://hh.ru/vacancy/54973477?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Гарант,"Москва, Ломоносовский проспект"
310,Data Scientist / ML-разработчик,,,,https://hh.ru/vacancy/66638267?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО СтандартПроект,Москва
311,NLP/ML разработчик в проектную команду (MTS AI),,,,https://hh.ru/vacancy/67174246?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «МТС» ,Москва
312,Python Selenium разработчик,15000.0,,руб.,https://hh.ru/vacancy/66779423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,EasyLiker,Москва
313,Go developer в команду качества поиска,,,,https://hh.ru/vacancy/55132506?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АВИТО ТЕХ: разработка,Москва
314,Middle Python программист,,,,https://hh.ru/vacancy/66177300?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тендерплан,Ульяновск
315,Программист Python,90000.0,120000.0,руб.,https://hh.ru/vacancy/67264091?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Канобу,Москва
316,Разработчик C++ (Computer Vision),250000.0,,руб.,https://hh.ru/vacancy/67166902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Пятый вид мультимедиа,Москва
317,Программист инструментария / Game Tools Developer,,,,https://hh.ru/vacancy/67366597?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Lesta Studio (St.Petersburg / Moscow),Санкт-Петербург
318,Python Developer,,,,https://hh.ru/vacancy/67263401?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ТаймВэб,"Санкт-Петербург, Московские ворота"
319,Программист Python,50000.0,55000.0,руб.,https://hh.ru/vacancy/67168715?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Медиабюро Статус презенс,Москва
320,Программист C/С++,80000.0,,руб.,https://hh.ru/vacancy/67370714?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МЕРТЕХ,Липецк
321,Программист C/С++,80000.0,,руб.,https://hh.ru/vacancy/67370685?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МЕРТЕХ,Курск
322,Python разработчик (backend),,,,https://hh.ru/vacancy/67272380?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Екатеринбург
323,BI developer,180000.0,200000.0,руб.,https://hh.ru/vacancy/66838736?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Апптимизм,Москва
324,ML Developer NLP (речевая аналитика) MTS AI,,,,https://hh.ru/vacancy/66879027?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «МТС» ,Москва
325,Python developer (middle),,,,https://hh.ru/vacancy/67309386?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Бюро 1440,"Москва, Улица 1905 года"
326,Разработчик Python ML/обработка естественного языка,,,,https://hh.ru/vacancy/53545373?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ELMA,Киров (Кировская область)
327,Разработчик Python (ML/обработка естественного языка),,,,https://hh.ru/vacancy/53545384?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ELMA,Санкт-Петербург
328,Python разработчик (backend),,,,https://hh.ru/vacancy/67270682?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Екатеринбург
329,Houdini developer,,,,https://hh.ru/vacancy/66956863?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Геоскан,"Санкт-Петербург, Площадь Мужества и еще 1 "
330,Программист C/C++,,,,https://hh.ru/vacancy/66615854?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Синтелс,"Москва, Озёрная и еще 1 "
331,Программист С++,,,,https://hh.ru/vacancy/66836965?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Смарт Энджинс Сервис,"Москва, Ленинский проспект"
332,Python developer Центр HR TECH,,,,https://hh.ru/vacancy/67366607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Гринатом,Москва
333,Программист-разработчик,,,,https://hh.ru/vacancy/54590414?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Новосибирский государственный университет,Новосибирск
334,Программист Python (Middle),120000.0,200000.0,руб.,https://hh.ru/vacancy/67301294?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Ютек-НН,Москва
335,Middle Python developer (Remote),,,,https://hh.ru/vacancy/67348126?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Peller.Tech Inc,Москва
336,Разработчик IoT решений (AWADA),,,,https://hh.ru/vacancy/54648159?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Вартон,Ярославль
337,Quantitative developer,4000.0,7000.0,USD,https://hh.ru/vacancy/66714545?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Lenkep recruitment,Москва
338,Инженер-программист Python,,,,https://hh.ru/vacancy/67295910?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Эвокарго,"Москва, Алексеевская"
339,Middle Python developer (blockchain),100000.0,150000.0,руб.,https://hh.ru/vacancy/66953698?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,WebMasters Russia,Санкт-Петербург
340,Python-разработчик в Практикум,,,,https://hh.ru/vacancy/67299784?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Екатеринбург
341,Python-разработчик в Практикум,,,,https://hh.ru/vacancy/67299761?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Санкт-Петербург
342,Python-разработчик в Практикум,,,,https://hh.ru/vacancy/67299740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Москва
343,Ведущий разработчик Python,,,,https://hh.ru/vacancy/67231568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ADV/web-engineering,"Москва, Дмитровская"
344,BI разработчик,,,,https://hh.ru/vacancy/67415695?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Национальный исследовательский университет Высшая школа экономики,Москва
345,MIDDLE Python разработчик,,,,https://hh.ru/vacancy/66820664?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,RU-CENTER Group,Москва
346,Golang Developer,,,,https://hh.ru/vacancy/66534291?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Москва
347,UI Developer (Lithuania/Serbia),,,,https://hh.ru/vacancy/66624746?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Zodiac Systems,Санкт-Петербург
348,Senior Backend-разработчик Python (Flask),,,,https://hh.ru/vacancy/67330908?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ITECH,Москва
349,Разработчик RPA,,,,https://hh.ru/vacancy/66571786?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Rubytech,"Москва, Алексеевская и еще 2 "
350,Разработчик PHP,,,,https://hh.ru/vacancy/67416346?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SPRINTHOST,"Санкт-Петербург, Старая Деревня"
351,Python-разработчик (удаленно),,,,https://hh.ru/vacancy/49056356?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Строительный Двор,Москва
352,Python-разработчик Wizard,,,,https://hh.ru/vacancy/67226964?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тинькофф,Челябинск
353,Ведущий специалист-программист,90000.0,130000.0,руб.,https://hh.ru/vacancy/67425244?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Газпром добыча Иркутск,Новосибирск
354,Python-разработчик Middle,80000.0,150000.0,руб.,https://hh.ru/vacancy/49043787?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Строительный Двор,Тюмень
355,DilOS (illumos based) developer,,,,https://hh.ru/vacancy/46679386?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Арго Технолоджи Ист,Москва
356,Разработчик БД + Python,,,,https://hh.ru/vacancy/67290581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Ригинтел,Пермь
357,Backend-middle/senior (Python),,,,https://hh.ru/vacancy/55427740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЛитРес,"Москва, Выставочная и еще 1 "
358,Разработчик Python / Fastapi (удаленно),,,,https://hh.ru/vacancy/67282073?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Т1 Интеграция,Москва
359,"Аналитик BI Power BI/PostgreSQL DBA, Developer (remote)",80000.0,,руб.,https://hh.ru/vacancy/67444188?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО 24 ТТЛ,Москва
360,Ведущий разработчик BI систем на платформе Qlik,,,,https://hh.ru/vacancy/51315938?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Санкт-Петербург
361,"Product Analyst (Python, BI)",,,,https://hh.ru/vacancy/67395914?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Tele2,"Москва, Румянцево"
